serial_number,uuid,page_number,shelf_row,position_column,mounting_type,extraction_status,extraction_method,qa_check,duplicates,Column Position
A13-4G,40b94a96-8bf8-f1bf-5468-1a0396371fcf,26,4,G,Adhesive,matched,original-matched,,1,7
A13-4H,2cb94a96-8d47-4b17-1e57-96075897ed55,26,4,H,Adhesive,matched,original-matched,,1,8
A13-4J,c4b94a96-891e-f482-e4da-44460172abf8,26,4,J,Adhesive,matched,original-matched,,1,10
A14-1A,02b94a96-9609-9a6e-f3a9-a94e47393278,27,1,A,Screw Holes,matched,original-matched,,1,1
A14-1B,38b94a96-94e2-ba37-8f84-3ad8bab77f71,27,1,B,Screw Holes,matched,original-matched,,1,2
A14-1C,9ab94a96-93ba-4006-696a-35d060f4903e,27,1,C,Screw Holes,matched,original-matched,,1,3
A14-1D,2cb94a96-92a1-ba4b-3fb8-38a60903f84e,27,1,D,Screw Holes,matched,original-matched,,1,4
A14-1E,72b94a96-9037-1729-37c2-398e43c5bf77,28,1,E,Screw Holes,matched,original-matched,,1,5
A14-1G,d4b94a96-8d8c-b280-588a-1b649210d140,28,1,G,Screw Holes,matched,original-matched,,2,7
A14-1H,86b94a96-8eb6-c237-f8d0-ce2422de7ec6,28,1,H,Screw Holes,recovered,original-recovered,,1,8
A14-1J,d4b94a96-8d8c-b280-588a-1b649210d140,28,1,J,Screw Holes,recovered,original-recovered,,2,10
A14-1K,94cbb20f-d615-a845-85fe-b12a98b3e5c2,28,1,K,Screw Holes,recovered,original-recovered,,1,11
A14-1L,d4cbb20f-d660-a0f5-d729-38f853886851,28,1,L,Screw Holes,recovered,original-recovered,,1,12
A14-2A,00b94a96-9655-a4e5-1637-4eb8edba8e82,27,2,A,Screw Holes,matched,original-matched,,1,1
A14-2B,4eb94a96-953f-9431-a7f8-1e5c68d72d0a,27,2,B,Screw Holes,matched,original-matched,,1,2
A14-2C,d0b94a96-940e-40de-5ee8-c18230ebd2f6,27,2,C,Screw Holes,matched,original-matched,,1,3
A14-2D,eab94a96-92e3-905e-fb36-831a23b7b38d,27,2,D,Screw Holes,matched,original-matched,,1,4
A14-2E,1ab94a96-91c1-f1d3-e903-2c4797d5cd5b,28,2,E,Screw Holes,matched,original-matched,,1,5
A14-2G,00b94a96-8f1f-ef61-5117-2199ea152d70,28,2,G,Screw Holes,matched,original-matched,,1,7
A14-2H,20b94a96-8dd0-582e-dc97-8f2873d2a06c,28,2,H,Screw Holes,matched,original-matched,,1,8
A14-2J,50b94a96-917f-22b3-8952-e70546cdee52,28,2,J,Screw Holes,matched,original-matched,,1,10
A14-2K,fcb94a96-9852-f775-2acc-d297e7accf4c,28,2,K,Screw Holes,recovered,original-recovered,,3,11
A14-2L,24b94a96-97b5-4b9b-8e35-749529c2c6ad,28,2,L,Screw Holes,recovered,original-recovered,,1,12
A14-3A,06b94a96-9698-0d3a-657e-5325a0495bc8,27,3,A,Screw Holes,matched,original-matched,,1,1
A14-3B,f8b94a96-9581-14a3-b21a-faecd41a1fd8,27,3,B,Screw Holes,matched,original-matched,,1,2
A14-3C,70b94a96-9455-db6c-f256-65d481b117ea,27,3,C,Screw Holes,recovered,original-recovered,,1,3
A14-3D,7eb94a96-9329-5c09-b631-f8e7fe91c07a,27,3,D,Screw Holes,matched,original-matched,,1,4
A14-3E,56b94a96-90db-b39c-9784-a465070ca28c,28,3,E,Screw Holes,matched,original-matched,,2,5
A14-3G,5cb94a96-8e14-32fc-a5bd-15ce056a5cf4,28,3,G,Screw Holes,matched,original-matched,,1,7
A14-3H,56b94a96-90db-b39c-9784-a465070ca28c,28,3,H,Screw Holes,matched,original-matched,,2,8
A14-3J,6eb94a96-8f79-dde0-be0b-191a53205d64,28,3,J,Screw Holes,matched,original-matched,,1,10
A14-4A,8eb94a96-96e6-de9f-609d-51e3d3890227,27,4,A,Adhesive,manual-qa,manual-scan,,1,1
A14-4B,aeb94a96-95c4-8b35-9b5d-49cd960a17fe,27,4,B,Adhesive,matched,original-matched,,1,2
A14-4C,62b94a96-9499-7813-c358-13bf86450d19,27,4,C,Adhesive,matched,original-matched,,1,3
A14-4D,eab94a96-936d-98d8-7d9e-eacf43f432b7,27,4,D,Adhesive,matched,original-matched,,1,4
A14-4E,2cb94a96-9258-fdad-c038-1223c68e5da0,28,4,E,Adhesive,matched,original-matched,,1,5
A14-4G,04b94a96-8ff0-3a91-e2ad-da681cb602c8,28,4,G,Adhesive,matched,original-matched,,1,7
A14-4H,06b94a96-8e66-a497-0589-8bb359f388b1,28,4,H,Adhesive,matched,original-matched,,1,8
A14-4J,96b94a96-9204-bf36-59e8-ef2289727510,28,4,J,Adhesive,matched,original-matched,,1,10
A15-1A,00b94a96-98dd-b6fc-f1f2-c5c97cc14207,29,1,A,Screw Holes,matched,original-matched,,2,1
A15-1B,d6b94a96-9b0c-1f65-8f04-43bd65311979,29,1,B,Screw Holes,matched,original-matched,,1,2
A15-1C,22b94a96-9964-a24f-bea3-97145753c1fe,29,1,C,Screw Holes,matched,original-matched,,2,3
A15-1D,34b94a96-9a7f-db52-e5e8-5302002d4d7d,29,1,D,Screw Holes,matched,original-matched,,1,4
A15-1E,9eb94a96-9cba-33ea-727c-1ee1ce7a6133,30,1,E,Screw Holes,matched,original-matched,,1,5
A15-1G,a0b94a96-9ef1-a0bf-dbff-d6d27244bd6a,30,1,G,Screw Holes,matched,original-matched,,1,7
A15-1H,c8b94a96-9bea-02bd-753f-3b4144381fa3,30,1,H,Screw Holes,matched,original-matched,,2,8
A15-1J,06b94a96-9c72-3004-df7b-be656e7f6374,30,1,J,Screw Holes,matched,original-matched,,2,10
A15-1K,30cbb20f-d6b3-80e9-4a3a-0d6e3103205e,30,1,K,Screw Holes,recovered,original-recovered,,1,11
A15-1L,bacbb20f-d701-7f7b-3ae6-da66a86eaf58,30,1,L,Screw Holes,recovered,original-recovered,,1,12
A15-2A,58b94a96-9b59-c24a-456f-29270ac3296c,29,2,A,Screw Holes,matched,original-matched,,1,1
A15-2B,d0b94a96-9897-a5c8-011a-7505ca121cfb,29,2,B,Screw Holes,matched,original-matched,,1,2
A15-2C,04b94a96-9a30-7f58-b5c4-77a3603174e7,29,2,C,Screw Holes,matched,original-matched,,1,3
A15-2D,acb94a96-972c-5585-1076-2f18fd9195f3,29,2,D,Screw Holes,matched,original-matched,,1,4
A15-2E,c8b94a96-9bea-02bd-753f-3b4144381fa3,30,2,E,Screw Holes,matched,original-matched,,2,5
A15-2G,4cb94a96-9e12-f972-11fe-c1b755cc05b3,30,2,G,Screw Holes,matched,original-matched,,1,7
A15-2H,48b94a96-9f36-d035-878c-71850d45b741,30,2,H,Screw Holes,matched,original-matched,,1,8
A15-2J,ecb94a96-9ba8-418b-13e9-3c7c1ee7ba19,30,2,J,Screw Holes,matched,original-matched,,1,10
A15-2K,a2cbb20f-d758-facc-4f61-9573d4d6ab03,30,2,K,Screw Holes,recovered,original-recovered,,1,11
A15-2L,1ecbb20f-d7b1-2d5b-22b1-cef463503764,30,2,L,Screw Holes,recovered,original-recovered,,1,12
A15-3A,22b94a96-9964-a24f-bea3-97145753c1fe,29,3,A,Screw Holes,matched,original-matched,,2,1
A15-3B,fcb94a96-9852-f775-2acc-d297e7accf4c,29,3,B,Screw Holes,matched,original-matched,,3,2
A15-3C,a8b94a96-99eb-512b-518a-b28daea43ad5,29,3,C,Screw Holes,matched,original-matched,,1,3
A15-3D,00b94a96-98dd-b6fc-f1f2-c5c97cc14207,29,3,D,Screw Holes,matched,original-matched,,2,4
A15-3E,72b94a96-9d4d-4217-28cc-a1783c4f3fe5,30,3,E,Screw Holes,matched,original-matched,,2,5
A15-3G,9eb94a96-9f85-4502-f070-4693da625799,30,3,G,Screw Holes,matched,original-matched,,1,7
A15-3H,72b94a96-9d4d-4217-28cc-a1783c4f3fe5,30,3,H,Screw Holes,matched,original-matched,,2,8
A15-3J,0cb94a96-9e56-7fb0-5096-65e852fe5e5d,30,3,J,Screw Holes,matched,original-matched,,1,10
A15-4A,c6b94a96-976f-d761-501d-2e19edb13e9c,29,4,A,Adhesive,matched,original-matched,,1,1
A15-4B,b6b94a96-9921-e7d8-402a-883ac0bba562,29,4,B,Adhesive,matched,original-matched,,1,2
A15-4C,9cb94a96-9aca-f614-dd5b-3e1f33e4bc2d,29,4,C,Adhesive,matched,original-matched,,1,3
A15-4D,fcb94a96-9852-f775-2acc-d297e7accf4c,29,4,D,Adhesive,matched,original-matched,,3,4
A15-4E,06b94a96-9c72-3004-df7b-be656e7f6374,30,4,E,Adhesive,matched,original-matched,,2,5
A15-4G,64b94a96-9ead-1acf-6eaa-96faaffefcca,30,4,G,Adhesive,matched,original-matched,,1,7
A15-4H,a6b94a96-9fce-221d-a107-5b80c8bbe221,30,4,H,Adhesive,matched,original-matched,,1,8
A15-4J,ceb94a96-9c2f-167d-9cdb-a0293c2fb2ef,30,4,J,Adhesive,matched,original-matched,,1,10
A16-1A,cab94a96-8b07-14ce-6702-4c9b962071c8,31,1,A,Screw Holes,matched,original-matched,,1,1
A16-1B,d0b94a96-89c2-8fbb-ebdb-4c2974943caf,31,1,B,Screw Holes,matched,original-matched,,1,2
A16-1C,4cb94a96-886d-0197-90d3-de1dffd7560f,31,1,C,Screw Holes,matched,original-matched,,1,3
A16-1D,78b94a96-a4fc-392e-e64e-8726ca2a9929,31,1,D,Screw Holes,matched,original-matched,,1,4
A16-1E,f2b94a96-a29a-9b57-b629-69a0c988f726,32,1,E,Screw Holes,matched,original-matched,,1,5
A16-1G,ecb94a96-a0d9-83fb-5373-003689958706,32,1,G,Screw Holes,matched,original-matched,,2,7
A16-1H,72b94a96-a090-ac92-0236-7ce1ab07ba44,32,1,H,Screw Holes,matched,original-matched,,2,8
A16-1J,50b94a96-a1b3-adb0-fe69-41953beba997,32,1,J,Screw Holes,matched,original-matched,,2,10
A16-1K,56b94a96-a3c2-0c4a-5c1b-648ecefc6d57,32,1,K,Screw Holes,recovered,original-recovered,,2,11
A16-1L,e4b94a96-a32a-865d-df4c-c2a82b7eaf0a,32,1,L,Screw Holes,recovered,original-recovered,,3,12
A16-2A,04b94a96-8b4f-8740-9dd6-6dfab8b02a45,31,2,A,Screw Holes,matched,original-matched,,1,1
A16-2B,aeb94a96-88bd-877d-52e5-e29e3aa647c1,31,2,B,Screw Holes,matched,original-matched,,1,2
A16-2C,a6b94a96-8ac6-3a7d-d290-08325702ea2a,31,2,C,Screw Holes,matched,original-matched,,1,3
A16-2D,b4b94a96-a540-ae60-c998-c6d64e0de01f,31,2,D,Screw Holes,matched,original-matched,,1,4
A16-2E,54b94a96-a412-0b51-3b6d-093b23748894,32,2,E,Screw Holes,matched,original-matched,,1,5
A16-2G,50b94a96-a1b3-adb0-fe69-41953beba997,32,2,G,Screw Holes,matched,original-matched,,2,7
A16-2H,72b94a96-a090-ac92-0236-7ce1ab07ba44,32,2,H,Screw Holes,matched,original-matched,,2,8
A16-2J,56b94a96-a3c2-0c4a-5c1b-648ecefc6d57,32,2,J,Screw Holes,matched,original-matched,,2,10
A16-2K,32cbb20f-d78e-841d-5318-cd7a0517695d,32,2,K,Screw Holes,recovered,original-recovered,,1,11
A16-2L,e4b94a96-a32a-865d-df4c-c2a82b7eaf0a,32,2,L,Screw Holes,recovered,original-recovered,,3,12
A16-3A,c2b94a96-8ba6-47ed-af8c-cc26196df916,31,3,A,Screw Holes,matched,original-matched,,1,1
A16-3B,b4b94a96-8a7b-be65-0400-e77781b28955,31,3,B,Screw Holes,matched,original-matched,,1,2
A16-3C,88b94a96-8915-d394-b8bc-15c6e5e004b4,31,3,C,Screw Holes,matched,original-matched,,1,3
A16-3D,b8b94a96-a58d-bc06-46d1-4cd319ac68d3,31,3,D,Screw Holes,matched,original-matched,,1,4
A16-3E,e4b94a96-a32a-865d-df4c-c2a82b7eaf0a,32,3,E,Screw Holes,matched,original-matched,,3,5
A16-3G,ecb94a96-a0d9-83fb-5373-003689958706,32,3,G,Screw Holes,matched,original-matched,,2,7
A16-3H,0cb94a96-a163-dc7c-eeda-22eaf819c065,32,3,H,Screw Holes,matched,original-matched,,1,8
A16-3J,82b94a96-a200-aae9-7631-67fae8d1c8c7,32,3,J,Screw Holes,matched,original-matched,,1,10
A16-4A,52b94a96-8a30-25b2-49a8-cfe04ef12a92,31,4,A,Adhesive,matched,original-matched,,1,1
A16-4B,deb94a96-8be6-9b29-06d4-7e62a8e2a2d9,31,4,B,Adhesive,matched,original-matched,,1,2
A16-4C,76b94a96-8970-f798-9263-015d80532003,31,4,C,Adhesive,matched,original-matched,,1,3
A16-4D,c8b94a96-a5df-e4d9-273d-d758816d569f,31,4,D,Adhesive,matched,original-matched,,1,4
A16-4E,4ab94a96-a4a9-a1d9-ec07-593b566063ba,32,4,E,Adhesive,matched,original-matched,,1,5
A16-4G,a2b94a96-a24c-385b-e7b1-e386f72095e1,32,4,G,Adhesive,matched,original-matched,,1,7
A16-4H,48b94a96-a11f-8ece-3dc4-38f1fc28013c,32,4,H,Adhesive,matched,original-matched,,1,8
A16-4J,1cb94a96-a45d-fc02-69ce-9a03743d3a48,32,4,J,Adhesive,matched,original-matched,,1,10
A17-1A,78b94a96-8c2b-2489-697b-7154c6cdd718,33,1,A,Screw Holes,matched,original-matched,,1,1
A17-1B,7ab94a96-8d64-404e-f8c6-538c346eb46d,33,1,B,Screw Holes,matched,original-matched,,1,2
A17-1C,e2b94a96-8e9c-b003-37fb-f6771f66365f,33,1,C,Screw Holes,matched,original-matched,,1,3
A17-1D,2eb94a96-8fbe-045c-d50a-3f145ff371e3,33,1,D,Screw Holes,matched,original-matched,,1,4
A17-1E,86b94a96-921c-d705-9404-b682553192a4,34,1,E,Screw Holes,matched,original-matched,,1,5
A17-1G,00b94a96-9479-55a4-18d4-d63a2cf91a3d,34,1,G,Screw Holes,matched,original-matched,,2,7
A17-1H,5ab94a96-9431-04eb-9be2-729e88202c20,34,1,H,Screw Holes,matched,original-matched,,2,8
A17-1J,88b94a96-94be-898c-3a66-2d6d880d551f,34,1,J,Screw Holes,matched,original-matched,,2,10
A17-1K,04cbb20f-d7de-6a10-a03a-1369a6a044d3,34,1,K,Screw Holes,recovered,original-recovered,,1,11
A17-1L,facbb20f-d716-c6a2-7647-4c1bbf85ad81,34,1,L,Screw Holes,recovered,original-recovered,,1,12
A17-2A,0eb94a96-8e52-278e-7e01-5eed3230810b,33,2,A,Screw Holes,matched,original-matched,,1,1
A17-2B,40b94a96-8f77-0d78-c415-d9b9f9be1d11,33,2,B,Screw Holes,matched,original-matched,,1,2
A17-2C,90b94a96-909c-7feb-ad91-df0c6fd1a382,33,2,C,Screw Holes,matched,original-matched,,1,3
A17-2D,9eb94a96-8d1a-bcd2-02ec-7cb7c38b7067,33,2,D,Screw Holes,matched,original-matched,,1,4
A17-2E,c0b94a96-9147-d9c3-2ef3-22d147aa8af3,34,2,E,Screw Holes,matched,original-matched,,1,5
A17-2G,62b94a96-93a6-d943-8f35-7cf817b1dfba,34,2,G,Screw Holes,matched,original-matched,,1,7
A17-2H,88b94a96-94be-898c-3a66-2d6d880d551f,34,2,H,Screw Holes,matched,original-matched,,2,8
A17-2J,3cb94a96-90fb-2cf4-6de9-6c3c64a12105,34,2,J,Screw Holes,matched,original-matched,,1,10
A17-2K,1ecbb20f-d765-6c2b-1299-927489fa342e,34,2,K,Screw Holes,recovered,original-recovered,,1,11
A17-2L,decbb20f-d7bf-66f3-bfd4-d83917eb9ed6,34,2,L,Screw Holes,recovered,original-recovered,,1,12
A17-3A,cab94a96-8cc1-5ad5-8eda-88d02b762e8d,33,3,A,Screw Holes,matched,original-matched,,1,1
A17-3B,aab94a96-8e0d-331f-7731-389c98f39dad,33,3,B,Screw Holes,matched,original-matched,,1,2
A17-3C,ccb94a96-8f2b-4f81-4774-c69bf3216c64,33,3,C,Screw Holes,matched,original-matched,,1,3
A17-3D,b8b94a96-9056-7c0b-8deb-0f06a7683fa3,33,3,D,Screw Holes,matched,original-matched,,1,4
A17-3E,42b94a96-92ca-6dbb-39e7-6c234d172ad2,34,3,E,Screw Holes,matched,original-matched,,1,5
A17-3G,b8b94a96-9505-9b1f-ffa0-344c6e1f2e46,34,3,G,Screw Holes,matched,original-matched,,2,7
A17-3H,00b94a96-9479-55a4-18d4-d63a2cf91a3d,34,3,H,Screw Holes,matched,original-matched,,2,8
A17-3J,b8b94a96-9505-9b1f-ffa0-344c6e1f2e46,34,3,J,Screw Holes,matched,original-matched,,2,10
A17-4A,14b94a96-8ee5-7f8f-a250-8a0361271963,33,4,A,Adhesive,matched,original-matched,,1,1
A17-4B,2ab94a96-9012-09a2-c686-5819fab88227,33,4,B,Adhesive,matched,original-matched,,1,2
A17-4C,48b94a96-8c78-4e5c-d535-fb9441cf87cf,33,4,C,Adhesive,matched,original-matched,,1,3
A17-4D,dab94a96-8dbd-4bad-2404-8f4ec9cba059,33,4,D,Adhesive,matched,original-matched,,1,4
A17-4E,3eb94a96-91d9-3fb4-e5a4-a4eaa1fa2110,34,4,E,Adhesive,matched,original-matched,,1,5
A17-4G,5ab94a96-9431-04eb-9be2-729e88202c20,34,4,G,Adhesive,matched,original-matched,,2,7
A17-4H,bab94a96-9550-4eb0-2d71-08f38100c980,34,4,H,Adhesive,matched,original-matched,,1,8
A17-4J,c4b94a96-9193-bd07-b4f5-480742acad29,34,4,J,Adhesive,matched,original-matched,,1,10
A18-1A,ceb94a96-9b10-c4f6-8530-d542a5da457e,35,1,A,Screw Holes,matched,original-matched,,1,1
A18-1B,18b94a96-9a8e-986c-eb0d-58958f4dae9a,35,1,B,Screw Holes,matched,original-matched,,2,2
A18-1C,20b94a96-99fa-f08c-4366-9df9eea365fc,35,1,C,Screw Holes,matched,original-matched,,1,3
A18-1D,44b94a96-9df9-88ff-ef16-918aeb2a2056,35,1,D,Screw Holes,matched,original-matched,,2,4
A18-1E,c2b94a96-9851-77c4-a005-8c019730b618,36,1,E,Screw Holes,matched,original-matched,,1,5
A18-1G,52b94a96-961f-940e-d211-98b8352aa3c9,36,1,G,Screw Holes,matched,original-matched,,3,7
A18-1H,9eb94a96-96f1-88a8-d2de-314d68e76ac3,36,1,H,Screw Holes,matched,original-matched,,2,8
A18-1J,d4b94a96-98da-41b9-aa58-35889e538035,36,1,J,Screw Holes,matched,original-matched,,2,10
A18-1K,26cbb20f-d7da-b54c-4923-5f476f969320,36,1,K,Screw Holes,recovered,original-recovered,,1,11
A18-1L,80cbb20f-d82b-9eb9-52d9-b5ede29ec9e7,36,1,L,Screw Holes,recovered,original-recovered,,1,12
A18-2A,4eb94a96-9daf-d86b-70ec-f23a8f33f27f,35,2,A,Screw Holes,matched,original-matched,,1,1
A18-2B,c0b94a96-9d1b-0029-33a0-8be6edcb8f5d,35,2,B,Screw Holes,matched,original-matched,,1,2
A18-2C,1cb94a96-9ace-f2e1-fb6b-c212dfebfecd,35,2,C,Screw Holes,matched,original-matched,,1,3
A18-2D,44b94a96-9df9-88ff-ef16-918aeb2a2056,35,2,D,Screw Holes,matched,original-matched,,2,4
A18-2E,b8b94a96-9920-5495-2798-e6275d5e973b,36,2,E,Screw Holes,matched,original-matched,,1,5
A18-2G,9eb94a96-96f1-88a8-d2de-314d68e76ac3,36,2,G,Screw Holes,matched,original-matched,,2,7
A18-2H,9ab94a96-9662-1ce4-00a4-1967aa66652a,36,2,H,Screw Holes,matched,original-matched,,1,8
A18-2J,70b94a96-9963-65e5-0fef-ebfe705720ed,36,2,J,Screw Holes,matched,original-matched,,1,10
A18-2K,56cbb20f-d76a-0c8a-ece7-9a6200363311,36,2,K,Screw Holes,recovered,original-recovered,,1,11
A18-2L,60cbb20f-d7b7-7c7d-9575-912a0a2c176e,36,2,L,Screw Holes,recovered,original-recovered,,1,12
A18-3A,30b94a96-9b99-8c8d-2f61-b774c86e6d3f,35,3,A,Screw Holes,matched,original-matched,,2,1
A18-3B,30b94a96-9b99-8c8d-2f61-b774c86e6d3f,35,3,B,Screw Holes,matched,original-matched,,2,2
A18-3C,18b94a96-9a8e-986c-eb0d-58958f4dae9a,35,3,C,Screw Holes,matched,original-matched,,2,3
A18-3D,98b94a96-9c22-dd08-cbbd-b3c60e0aebdc,35,3,D,Screw Holes,matched,original-matched,,2,4
A18-3E,00b94a96-96ad-4559-e890-818931650cdd,36,3,E,Screw Holes,matched,original-matched,,1,5
A18-3G,c6b94a96-9597-2723-f314-8dd4cfbd81c2,36,3,G,Screw Holes,matched,original-matched,,1,7
A18-3H,52b94a96-961f-940e-d211-98b8352aa3c9,36,3,H,Screw Holes,matched,original-matched,,3,8
A18-3J,52b94a96-961f-940e-d211-98b8352aa3c9,36,3,J,Screw Holes,recovered,original-recovered,,3,10
A18-4A,b4b94a96-9e41-7257-1ca6-5fd18105754f,35,4,A,Adhesive,matched,original-matched,,1,1
A18-4B,94b94a96-9b59-8df0-0ff9-ef36849af08c,35,4,B,Adhesive,matched,original-matched,,1,2
A18-4C,eab94a96-9d67-8aa4-6dfc-0d02483aa5f8,35,4,C,Adhesive,matched,original-matched,,1,3
A18-4D,98b94a96-9c22-dd08-cbbd-b3c60e0aebdc,35,4,D,Adhesive,matched,original-matched,,2,4
A18-4E,7cb94a96-99b1-14fb-9947-42e91f33b2e7,36,4,E,Adhesive,matched,original-matched,,1,5
A18-4G,82b94a96-95db-9a8c-ad62-21a28df495e9,36,4,G,Adhesive,matched,original-matched,,1,7
A18-4H,d4b94a96-98da-41b9-aa58-35889e538035,36,4,H,Adhesive,matched,original-matched,,2,8
A18-4J,8cb94a96-97cf-b022-ed36-8943389e1455,36,4,J,Adhesive,matched,original-matched,,1,10
A19-1A,96b94a96-9e8a-175e-e8ff-b2f2ac8f6c2c,37,1,A,Screw Holes,matched,original-matched,,1,1
A19-1B,94b94a96-9f91-e68f-d3ec-3107aa4f01ea,37,1,B,Screw Holes,matched,original-matched,,1,2
A19-1C,6ab94a96-a0a0-994e-01e2-a4bd33cde715,37,1,C,Screw Holes,matched,original-matched,,1,3
A19-1D,8ab94a96-a1be-49e4-da7a-d4978e9c3d53,37,1,D,Screw Holes,matched,original-matched,,1,4
A19-1E,42b94a96-a4b9-33d4-d749-3e674a103d04,38,1,E,Screw Holes,matched,original-matched,,1,5
A19-1G,e0b94a96-8a6a-7fac-1968-8e406445d1bb,38,1,G,Screw Holes,matched,original-matched,,2,7
A19-1H,16b94a96-a46c-2a41-ca65-1c1b51e0febe,38,1,H,Screw Holes,matched,original-matched,,1,8
A19-1J,1eb94a96-a500-3c93-bb32-4a962e26e024,38,1,J,Screw Holes,matched,original-matched,,1,10
A19-1K,b8cbb20f-d887-c368-754b-b5bd671774d0,38,1,K,Screw Holes,recovered,original-recovered,,1,11
A19-1L,bacbb20f-d8d7-9000-a1ee-55a28666663b,38,1,L,Screw Holes,recovered,original-recovered,,1,12
A19-2A,92b94a96-9ecb-9152-acf5-9a9b2c9d7493,37,2,A,Screw Holes,matched,original-matched,,1,1
A19-2B,5cb94a96-9fd4-3645-cd63-a176fce272e2,37,2,B,Screw Holes,matched,original-matched,,1,2
A19-2C,f6b94a96-a0e2-d8fc-cc9e-913ead2e139a,37,2,C,Screw Holes,matched,original-matched,,1,3
A19-2D,5cb94a96-a204-b12a-f62f-f1fd87bae1d6,37,2,D,Screw Holes,matched,original-matched,,1,4
A19-2E,26b94a96-a32e-602c-0ba7-5b18a7c0eacd,38,2,E,Screw Holes,matched,original-matched,,1,5
A19-2G,e2b94a96-88ba-dbb8-3429-2db2720c42c8,38,2,G,Screw Holes,matched,original-matched,,1,7
A19-2H,30b94a96-8a14-d4f6-c1c7-f9dcfbc2ba30,38,2,H,Screw Holes,matched,original-matched,,1,8
A19-2J,92b94a96-a2ea-7fce-0853-be4771f7a850,38,2,J,Screw Holes,matched,original-matched,,1,10
A19-2K,e2cbb20f-d924-3551-4836-05d2e64d14b9,38,2,K,Screw Holes,recovered,original-recovered,,1,11
A19-2L,cacbb20f-d83d-c2ef-9bea-8f4468b7ccac,38,2,L,Screw Holes,recovered,original-recovered,,1,12
A19-3A,84b94a96-9f11-0761-6cf0-1ff3b213e7ab,37,3,A,Screw Holes,matched,original-matched,,1,1
A19-3B,64b94a96-a018-187e-a3c3-bff1e605e9e6,37,3,B,Screw Holes,matched,original-matched,,1,2
A19-3C,52b94a96-a12a-682b-b4e1-6b15d68faf6c,37,3,C,Screw Holes,matched,original-matched,,1,3
A19-3D,d6b94a96-a25c-e2f4-5add-946ac7087538,37,3,D,Screw Holes,matched,original-matched,,1,4
A19-3E,0ab94a96-886f-cafa-1ef0-bacf60a063f1,38,3,E,Screw Holes,matched,original-matched,,1,5
A19-3G,e0b94a96-8a6a-7fac-1968-8e406445d1bb,38,3,G,Screw Holes,matched,original-matched,,2,7
A19-3H,feb94a96-8910-8126-1562-6c99e621b8a3,38,3,H,Screw Holes,matched,original-matched,,1,8
A19-3J,80b94a96-89cd-e2be-a367-a873d9c00e7c,38,3,J,Screw Holes,matched,original-matched,,1,10
A19-4A,64b94a96-9f53-e182-903d-e2cabadbb64e,37,4,A,Adhesive,matched,original-matched,,1,1
A19-4B,b4b94a96-a05d-dd4c-0a2f-0c90a1756195,37,4,B,Adhesive,matched,original-matched,,1,2
A19-4C,94b94a96-a172-758a-2a42-45d45df46744,37,4,C,Adhesive,matched,original-matched,,1,3
A19-4D,ecb94a96-a29d-81c8-69fa-871f742167bc,37,4,D,Adhesive,matched,original-matched,,1,4
A19-4E,aab94a96-a3bd-ac16-2a93-6210ddce2b92,38,4,E,Adhesive,matched,original-matched,,1,5
A19-4G,66b94a96-8975-81a4-6e25-02db05701b4a,38,4,G,Adhesive,matched,original-matched,,1,7
A19-4H,98b94a96-8abf-cf04-4ca8-30be6ba6a73e,38,4,H,Adhesive,matched,original-matched,,1,8
A19-4J,22b94a96-a374-7d4c-992b-02d3ba3a4481,38,4,J,Adhesive,matched,original-matched,,1,10
A20-1A,24b94a96-90f9-2a80-a061-506616c40d1e,39,1,A,Screw Holes,matched,original-matched,,2,1
A20-1B,40b94a96-921b-deb8-82a4-580f323e5040,39,1,B,Screw Holes,recovered,original-recovered,,1,2
A20-1C,24b94a96-90f9-2a80-a061-506616c40d1e,39,1,C,Screw Holes,matched,original-matched,,2,3
A20-1D,fcb94a96-8fd9-5eef-177c-8930ad59b5ac,39,1,D,Screw Holes,matched,original-matched,,1,4
A20-1E,0ab94a96-8d79-dda3-2702-b424e6118331,40,1,E,Screw Holes,matched,original-matched,,1,5
A20-1G,92b94a96-8b09-7d91-55d5-1acbe078ff30,40,1,G,Screw Holes,matched,original-matched,,1,7
A20-1H,76b94a96-8bfb-bf1c-0282-dc04c5353806,40,1,H,Screw Holes,matched,original-matched,,2,8
A20-1J,cab94a96-8d39-6e47-c830-03a0082ff27b,40,1,J,Screw Holes,matched,original-matched,,2,10
A20-1K,d2b94a96-8ca1-17f8-d7fc-2ea383594a3b,40,1,K,Screw Holes,recovered,original-recovered,,2,11
A20-1L,cccbb20f-d892-a245-75cf-c5f1cd6e83e3,40,1,L,Screw Holes,recovered,original-recovered,,1,12
A20-2A,a0b94a96-9396-b8f3-1681-b4623e3a91f9,39,2,A,Screw Holes,matched,original-matched,,1,1
A20-2B,00b94a96-913f-332b-0003-8c9cd844f038,39,2,B,Screw Holes,matched,original-matched,,1,2
A20-2C,48b94a96-90b0-7547-4039-548abe2b578e,39,2,C,Screw Holes,matched,original-matched,,1,3
A20-2D,52b94a96-93d9-56fe-bee4-c3ded868e195,39,2,D,Screw Holes,matched,original-matched,,1,4
A20-2E,68b94a96-8eef-8b83-5b24-215f93a4674d,40,2,E,Screw Holes,matched,original-matched,,1,5
A20-2G,d2b94a96-8ca1-17f8-d7fc-2ea383594a3b,40,2,G,Screw Holes,matched,original-matched,,2,7
